jd_id,cv,prompt,run_id,source,model,temperature,score,score_100,verdict,human_holistic_label,latency_s,prompt_tokens,output_tokens,total_tokens,error
ecolab_business_development_representative_digital_soft_c1ea4b,cv_primary,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,25.0,Skip,,0.9,2605,19,2624,
ecolab_business_development_representative_digital_soft_c1ea4b,cv_primary,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,25.0,Skip,,15.35,2605,19,2624,
ecs_web_software_developer_5c342c,cv_primary,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,15.0,Skip,,16.93,1830,19,1849,
ecs_web_software_developer_5c342c,cv_primary,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,15.0,Skip,,7.83,1830,19,1849,
ecs_web_software_developer_5c342c,cv_primary,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,15.0,Skip,,0.51,1830,19,1849,
Micro:bit Educational Foundation People and Culture Manager,cv_primary,P2,1,hr_extra,gemini-3.1-flash-lite-preview,1.0,1,35.0,Skip,,9.27,2849,19,2868,
Micro:bit Educational Foundation People and Culture Manager,cv_primary,P2,2,hr_extra,gemini-3.1-flash-lite-preview,1.0,1,35.0,Skip,,13.55,2849,19,2868,
Micro:bit Educational Foundation People and Culture Manager,cv_primary,P2,3,hr_extra,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,,7.75,2849,19,2868,
Natuvion_Senior_People_Strategy_Excellence_Manager_mwd,cv_primary,P2,1,hr_extra,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,,9.48,3590,19,3609,
Natuvion_Senior_People_Strategy_Excellence_Manager_mwd,cv_primary,P2,2,hr_extra,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,,59.39,3590,19,3609,
Natuvion_Senior_People_Strategy_Excellence_Manager_mwd,cv_primary,P2,3,hr_extra,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,,52.13,3590,19,3609,
fortis_games_senior_manager_people_experience_74a6fe,cv_primary,P2,1,hr_extra,gemini-3.1-flash-lite-preview,1.0,1,35.0,Skip,,15.43,2466,19,2485,
fortis_games_senior_manager_people_experience_74a6fe,cv_primary,P2,2,hr_extra,gemini-3.1-flash-lite-preview,1.0,1,35.0,Skip,,9.39,2466,19,2485,
fortis_games_senior_manager_people_experience_74a6fe,cv_primary,P2,3,hr_extra,gemini-3.1-flash-lite-preview,1.0,1,35.0,Skip,,31.33,2466,19,2485,
spectrum_one_people_operations_associate_bdd6be,cv_primary,P2,1,hr_extra,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,,19.28,3229,19,3248,
spectrum_one_people_operations_associate_bdd6be,cv_primary,P2,2,hr_extra,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,,24.36,3229,19,3248,
spectrum_one_people_operations_associate_bdd6be,cv_primary,P2,3,hr_extra,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,,50.82,3229,19,3248,
FareHarbor_People_Data_Analyst,cv_primary,P2,1,hr_extra,gemini-3.1-flash-lite-preview,1.0,2,72.0,Consider,,18.88,2448,19,2467,
FareHarbor_People_Data_Analyst,cv_primary,P2,2,hr_extra,gemini-3.1-flash-lite-preview,1.0,2,72.0,Consider,,9.71,2448,19,2467,
FareHarbor_People_Data_Analyst,cv_primary,P2,3,hr_extra,gemini-3.1-flash-lite-preview,1.0,2,72.0,Consider,,25.59,2448,19,2467,
Grafana Labs People Analytics Analyst,cv_primary,P2,1,hr_extra,gemini-3.1-flash-lite-preview,1.0,3,78.0,Apply,,7.77,3296,19,3315,
Grafana Labs People Analytics Analyst,cv_primary,P2,2,hr_extra,gemini-3.1-flash-lite-preview,1.0,3,78.0,Apply,,30.26,3296,19,3315,
Grafana Labs People Analytics Analyst,cv_primary,P2,3,hr_extra,gemini-3.1-flash-lite-preview,1.0,3,78.0,Apply,,10.99,3296,19,3315,
doordash_senior_people_process_optimization_strategist_f16ebc,cv_primary,P2,1,hr_extra,gemini-3.1-flash-lite-preview,1.0,2,68.0,Consider,,9.63,3282,19,3301,
doordash_senior_people_process_optimization_strategist_f16ebc,cv_primary,P2,2,hr_extra,gemini-3.1-flash-lite-preview,1.0,2,68.0,Consider,,6.48,3282,19,3301,
doordash_senior_people_process_optimization_strategist_f16ebc,cv_primary,P2,3,hr_extra,gemini-3.1-flash-lite-preview,1.0,2,68.0,Consider,,18.68,3282,19,3301,
automat_it_hr_specialist_b6fd68,cv_primary,P2,1,hr_extra,gemini-3.1-flash-lite-preview,1.0,0,20.0,Skip,,12.57,2090,19,2109,
automat_it_hr_specialist_b6fd68,cv_primary,P2,2,hr_extra,gemini-3.1-flash-lite-preview,1.0,0,20.0,Skip,,8.4,2090,19,2109,
automat_it_hr_specialist_b6fd68,cv_primary,P2,3,hr_extra,gemini-3.1-flash-lite-preview,1.0,0,25.0,Skip,,9.52,2090,19,2109,
consensys_senior_people_operations_partner_b4959a,cv_primary,P2,1,hr_extra,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,,9.19,3067,19,3086,
consensys_senior_people_operations_partner_b4959a,cv_primary,P2,2,hr_extra,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,,10.94,3067,19,3086,
consensys_senior_people_operations_partner_b4959a,cv_primary,P2,3,hr_extra,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,,11.73,3067,19,3086,
Hero_Group_HR_Tech_People_Analytics_Specialist,cv_primary,P2,1,hr_extra,gemini-3.1-flash-lite-preview,1.0,2,68.0,Consider,,37.26,3487,19,3506,
Hero_Group_HR_Tech_People_Analytics_Specialist,cv_primary,P2,2,hr_extra,gemini-3.1-flash-lite-preview,1.0,2,72.0,Consider,,10.47,3487,19,3506,
Hero_Group_HR_Tech_People_Analytics_Specialist,cv_primary,P2,3,hr_extra,gemini-3.1-flash-lite-preview,1.0,2,65.0,Consider,,6.83,3487,19,3506,
Pimcore_HR Generalist,cv_primary,P2,1,hr_extra,gemini-3.1-flash-lite-preview,1.0,0,15.0,Skip,,39.23,2184,19,2203,
Pimcore_HR Generalist,cv_primary,P2,2,hr_extra,gemini-3.1-flash-lite-preview,1.0,0,15.0,Skip,,8.32,2184,19,2203,
Pimcore_HR Generalist,cv_primary,P2,3,hr_extra,gemini-3.1-flash-lite-preview,1.0,0,15.0,Skip,,17.32,2184,19,2203,
hackajob Manager HR Transformation - HR Reimagined,cv_primary,P2,1,hr_extra,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,,17.27,3105,19,3124,
hackajob Manager HR Transformation - HR Reimagined,cv_primary,P2,2,hr_extra,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,,16.8,3105,19,3124,
hackajob Manager HR Transformation - HR Reimagined,cv_primary,P2,3,hr_extra,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,,9.57,3105,19,3124,
smartsheet_senior_people_operations_generalist_c0b593,cv_primary,P2,1,hr_extra,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,,8.29,2705,19,2724,
smartsheet_senior_people_operations_generalist_c0b593,cv_primary,P2,2,hr_extra,gemini-3.1-flash-lite-preview,1.0,1,35.0,Skip,,7.33,2705,19,2724,
smartsheet_senior_people_operations_generalist_c0b593,cv_primary,P2,3,hr_extra,gemini-3.1-flash-lite-preview,1.0,1,35.0,Skip,,13.03,2705,19,2724,
Polestarcars_People_Analytics_AI_Specialist,cv_primary,P2,1,hr_extra,gemini-3.1-flash-lite-preview,1.0,3,78.0,Apply,,11.29,3535,19,3554,
Polestarcars_People_Analytics_AI_Specialist,cv_primary,P2,2,hr_extra,gemini-3.1-flash-lite-preview,1.0,3,78.0,Apply,,11.3,3535,19,3554,
Polestarcars_People_Analytics_AI_Specialist,cv_primary,P2,3,hr_extra,gemini-3.1-flash-lite-preview,1.0,3,78.0,Apply,,16.48,3535,19,3554,
ecs_senior_hr_business_partner_59b2ad,cv_primary,P2,1,hr_extra,gemini-3.1-flash-lite-preview,1.0,1,35.0,Skip,,9.77,2476,19,2495,
ecs_senior_hr_business_partner_59b2ad,cv_primary,P2,2,hr_extra,gemini-3.1-flash-lite-preview,1.0,1,35.0,Skip,,18.41,2476,19,2495,
ecs_senior_hr_business_partner_59b2ad,cv_primary,P2,3,hr_extra,gemini-3.1-flash-lite-preview,1.0,1,35.0,Skip,,5.62,2476,19,2495,
Bobcatemea_HR_Data_Analyst,cv_primary,P2,1,hr_extra,gemini-3.1-flash-lite-preview,1.0,2,55.0,Consider,,19.12,3178,19,3197,
Bobcatemea_HR_Data_Analyst,cv_primary,P2,2,hr_extra,gemini-3.1-flash-lite-preview,1.0,2,68.0,Consider,,11.75,3178,19,3197,
Bobcatemea_HR_Data_Analyst,cv_primary,P2,3,hr_extra,gemini-3.1-flash-lite-preview,1.0,2,55.0,Consider,,5.11,3178,19,3197,
Leidos_HR_Technology_and_AI_Analyst,cv_primary,P2,1,hr_extra,gemini-3.1-flash-lite-preview,1.0,3,78.0,Apply,,10.82,1739,19,1758,
Leidos_HR_Technology_and_AI_Analyst,cv_primary,P2,2,hr_extra,gemini-3.1-flash-lite-preview,1.0,3,78.0,Apply,,16.52,1739,19,1758,
Leidos_HR_Technology_and_AI_Analyst,cv_primary,P2,3,hr_extra,gemini-3.1-flash-lite-preview,1.0,3,78.0,Apply,,20.21,1739,19,1758,
Flash Pack_people_partner,cv_primary,P2,1,hr_extra,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,,10.59,3056,19,3075,
Flash Pack_people_partner,cv_primary,P2,2,hr_extra,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,,43.86,3056,19,3075,
Flash Pack_people_partner,cv_primary,P2,3,hr_extra,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,,15.6,3056,19,3075,
Theprogenygroup_People_Partner,cv_primary,P2,1,hr_extra,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,,5.67,4080,19,4099,
Theprogenygroup_People_Partner,cv_primary,P2,2,hr_extra,gemini-3.1-flash-lite-preview,1.0,1,35.0,Skip,,13.02,4080,19,4099,
Theprogenygroup_People_Partner,cv_primary,P2,3,hr_extra,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,,10.59,4080,19,4099,
maki_people_senior_psychometrician,cv_hr,P2,1,main,gemini-3.1-flash-lite-preview,1.0,0,25.0,Skip,,5.82,2814,19,2833,
maki_people_senior_psychometrician,cv_hr,P2,2,main,gemini-3.1-flash-lite-preview,1.0,0,25.0,Skip,,0.5,2814,19,2833,
maki_people_senior_psychometrician,cv_hr,P2,3,main,gemini-3.1-flash-lite-preview,1.0,0,20.0,Skip,,3.96,2814,19,2833,
Accenture_Talent_Transformation_Manager,cv_hr,P2,1,main,gemini-3.1-flash-lite-preview,1.0,3,82.0,Apply,,0.94,3299,19,3318,
Accenture_Talent_Transformation_Manager,cv_hr,P2,2,main,gemini-3.1-flash-lite-preview,1.0,3,82.0,Apply,,0.96,3299,19,3318,
Accenture_Talent_Transformation_Manager,cv_hr,P2,3,main,gemini-3.1-flash-lite-preview,1.0,3,82.0,Apply,,0.93,3299,19,3318,
Arrive_People_Analytics_Lead,cv_hr,P2,1,main,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,,8.12,3098,19,3117,
Arrive_People_Analytics_Lead,cv_hr,P2,2,main,gemini-3.1-flash-lite-preview,1.0,1,35.0,Skip,,0.96,3098,19,3117,
Arrive_People_Analytics_Lead,cv_hr,P2,3,main,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,,1.43,3098,19,3117,
Atlantica Sustainable Infrastructure_Talent_Culture Analyst,cv_hr,P2,1,main,gemini-3.1-flash-lite-preview,1.0,2,72.0,Consider,,10.58,2431,19,2450,
Atlantica Sustainable Infrastructure_Talent_Culture Analyst,cv_hr,P2,2,main,gemini-3.1-flash-lite-preview,1.0,2,72.0,Consider,,6.7,2431,19,2450,
Atlantica Sustainable Infrastructure_Talent_Culture Analyst,cv_hr,P2,3,main,gemini-3.1-flash-lite-preview,1.0,2,72.0,Consider,,1.34,2431,19,2450,
Canonical_talent_scientst,cv_hr,P2,1,main,gemini-3.1-flash-lite-preview,1.0,2,72.0,Consider,,7.83,3078,19,3097,
Canonical_talent_scientst,cv_hr,P2,2,main,gemini-3.1-flash-lite-preview,1.0,2,72.0,Consider,,4.56,3078,19,3097,
Canonical_talent_scientst,cv_hr,P2,3,main,gemini-3.1-flash-lite-preview,1.0,2,68.0,Consider,,12.94,3078,19,3097,
Dandelion_Civilization_Psychometric Modeling_Analyst,cv_hr,P2,1,main,gemini-3.1-flash-lite-preview,1.0,1,35.0,Skip,,3.2,2406,19,2425,
Dandelion_Civilization_Psychometric Modeling_Analyst,cv_hr,P2,2,main,gemini-3.1-flash-lite-preview,1.0,1,35.0,Skip,,1.36,2406,19,2425,
Dandelion_Civilization_Psychometric Modeling_Analyst,cv_hr,P2,3,main,gemini-3.1-flash-lite-preview,1.0,1,35.0,Skip,,1.46,2406,19,2425,
DataAnnotation_Quantitative_Psychologist_AI_Trainer,cv_hr,P2,1,main,gemini-3.1-flash-lite-preview,1.0,0,20.0,Skip,,7.22,2567,19,2586,
DataAnnotation_Quantitative_Psychologist_AI_Trainer,cv_hr,P2,2,main,gemini-3.1-flash-lite-preview,1.0,0,20.0,Skip,,1.19,2567,19,2586,
DataAnnotation_Quantitative_Psychologist_AI_Trainer,cv_hr,P2,3,main,gemini-3.1-flash-lite-preview,1.0,0,20.0,Skip,,0.55,2567,19,2586,
G-Research_Insight_Analyst,cv_hr,P2,1,main,gemini-3.1-flash-lite-preview,1.0,0,22.0,Skip,,8.73,2452,19,2471,
G-Research_Insight_Analyst,cv_hr,P2,2,main,gemini-3.1-flash-lite-preview,1.0,0,20.0,Skip,,3.24,2452,19,2471,
G-Research_Insight_Analyst,cv_hr,P2,3,main,gemini-3.1-flash-lite-preview,1.0,0,22.0,Skip,,1.61,2452,19,2471,
Johnson_Controls_People Insights_Partner ,cv_hr,P2,1,main,gemini-3.1-flash-lite-preview,1.0,2,58.0,Consider,,11.28,2473,19,2492,
Johnson_Controls_People Insights_Partner ,cv_hr,P2,2,main,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,,8.72,2473,19,2492,
Johnson_Controls_People Insights_Partner ,cv_hr,P2,3,main,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,,0.99,2473,19,2492,
LinkedIn_HR_Data_Engineer_People_Analytics ,cv_hr,P2,1,main,gemini-3.1-flash-lite-preview,1.0,1,25.0,Skip,,10.72,2953,19,2972,
LinkedIn_HR_Data_Engineer_People_Analytics ,cv_hr,P2,2,main,gemini-3.1-flash-lite-preview,1.0,0,15.0,Skip,,0.59,2953,19,2972,
LinkedIn_HR_Data_Engineer_People_Analytics ,cv_hr,P2,3,main,gemini-3.1-flash-lite-preview,1.0,0,20.0,Skip,,5.84,2953,19,2972,
Proofpoint_People_Data_Analyst,cv_hr,P2,1,main,gemini-3.1-flash-lite-preview,1.0,1,35.0,Skip,,11.29,2660,19,2679,
Proofpoint_People_Data_Analyst,cv_hr,P2,2,main,gemini-3.1-flash-lite-preview,1.0,1,35.0,Skip,,10.96,2660,19,2679,
Proofpoint_People_Data_Analyst,cv_hr,P2,3,main,gemini-3.1-flash-lite-preview,1.0,1,35.0,Skip,,8.88,2660,19,2679,
QIC_Digital_Hub_data_analyst,cv_hr,P2,1,main,gemini-3.1-flash-lite-preview,1.0,0,5.0,Skip,,13.49,2333,18,2351,
QIC_Digital_Hub_data_analyst,cv_hr,P2,2,main,gemini-3.1-flash-lite-preview,1.0,0,5.0,Skip,,7.6,2333,18,2351,
QIC_Digital_Hub_data_analyst,cv_hr,P2,3,main,gemini-3.1-flash-lite-preview,1.0,0,5.0,Skip,,4.29,2333,18,2351,
angels-space-art-director,cv_hr,P2,1,main,gemini-3.1-flash-lite-preview,1.0,0,15.0,Skip,,11.05,2710,19,2729,
angels-space-art-director,cv_hr,P2,2,main,gemini-3.1-flash-lite-preview,1.0,0,15.0,Skip,,0.98,2710,19,2729,
angels-space-art-director,cv_hr,P2,3,main,gemini-3.1-flash-lite-preview,1.0,0,15.0,Skip,,9.23,2710,19,2729,
anglian-water-lead-systems-engineer,cv_hr,P2,1,main,gemini-3.1-flash-lite-preview,1.0,0,15.0,Skip,,0.75,2473,19,2492,
anglian-water-lead-systems-engineer,cv_hr,P2,2,main,gemini-3.1-flash-lite-preview,1.0,0,15.0,Skip,,0.94,2473,19,2492,
anglian-water-lead-systems-engineer,cv_hr,P2,3,main,gemini-3.1-flash-lite-preview,1.0,0,15.0,Skip,,0.98,2473,19,2492,
bazaarvoice-provisioning-analyst,cv_hr,P2,1,main,gemini-3.1-flash-lite-preview,1.0,0,15.0,Skip,,2.04,2580,19,2599,
bazaarvoice-provisioning-analyst,cv_hr,P2,2,main,gemini-3.1-flash-lite-preview,1.0,0,15.0,Skip,,0.62,2580,19,2599,
bazaarvoice-provisioning-analyst,cv_hr,P2,3,main,gemini-3.1-flash-lite-preview,1.0,0,15.0,Skip,,0.69,2580,19,2599,
bpostgroup_People_Analytics_Data_Scientist ,cv_hr,P2,1,main,gemini-3.1-flash-lite-preview,1.0,0,25.0,Skip,,1.68,2426,19,2445,
bpostgroup_People_Analytics_Data_Scientist ,cv_hr,P2,2,main,gemini-3.1-flash-lite-preview,1.0,0,25.0,Skip,,7.03,2426,19,2445,
bpostgroup_People_Analytics_Data_Scientist ,cv_hr,P2,3,main,gemini-3.1-flash-lite-preview,1.0,0,25.0,Skip,,6.9,2426,19,2445,
codility_assessment_scientist,cv_hr,P2,1,main,gemini-3.1-flash-lite-preview,1.0,2,55.0,Consider,,8.41,3539,19,3558,
codility_assessment_scientist,cv_hr,P2,2,main,gemini-3.1-flash-lite-preview,1.0,2,55.0,Consider,,0.58,3539,19,3558,
codility_assessment_scientist,cv_hr,P2,3,main,gemini-3.1-flash-lite-preview,1.0,2,55.0,Consider,,8.1,3539,19,3558,
freeplay_data_scientist,cv_hr,P2,1,main,gemini-3.1-flash-lite-preview,1.0,0,5.0,Skip,,0.59,1974,18,1992,
freeplay_data_scientist,cv_hr,P2,2,main,gemini-3.1-flash-lite-preview,1.0,0,0.0,Skip,,1.06,1974,18,1992,
freeplay_data_scientist,cv_hr,P2,3,main,gemini-3.1-flash-lite-preview,1.0,0,5.0,Skip,,10.87,1974,18,1992,
lightning-ai-frontend-engineer,cv_hr,P2,1,main,gemini-3.1-flash-lite-preview,1.0,0,0.0,Skip,,7.46,2275,18,2293,
lightning-ai-frontend-engineer,cv_hr,P2,2,main,gemini-3.1-flash-lite-preview,1.0,0,0.0,Skip,,0.62,2275,18,2293,
lightning-ai-frontend-engineer,cv_hr,P2,3,main,gemini-3.1-flash-lite-preview,1.0,0,0.0,Skip,,1.04,2275,18,2293,
meta_data_analyst,cv_hr,P2,1,main,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,,6.44,2834,19,2853,
meta_data_analyst,cv_hr,P2,2,main,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,,10.46,2834,19,2853,
meta_data_analyst,cv_hr,P2,3,main,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,,2.28,2834,19,2853,
skillvue_people_scientist,cv_hr,P2,1,main,gemini-3.1-flash-lite-preview,1.0,1,35.0,Skip,,2.82,2208,19,2227,
skillvue_people_scientist,cv_hr,P2,2,main,gemini-3.1-flash-lite-preview,1.0,1,35.0,Skip,,10.7,2208,19,2227,
skillvue_people_scientist,cv_hr,P2,3,main,gemini-3.1-flash-lite-preview,1.0,1,35.0,Skip,,3.67,2208,19,2227,
sorare-marketing-graphic-designer,cv_hr,P2,1,main,gemini-3.1-flash-lite-preview,1.0,0,5.0,Skip,,9.31,2606,18,2624,
sorare-marketing-graphic-designer,cv_hr,P2,2,main,gemini-3.1-flash-lite-preview,1.0,0,5.0,Skip,,0.66,2606,18,2624,
sorare-marketing-graphic-designer,cv_hr,P2,3,main,gemini-3.1-flash-lite-preview,1.0,0,5.0,Skip,,1.07,2606,18,2624,
the_world_bank_consultant_agent_evaluation,cv_hr,P2,1,main,gemini-3.1-flash-lite-preview,1.0,1,35.0,Skip,,6.49,2205,19,2224,
the_world_bank_consultant_agent_evaluation,cv_hr,P2,2,main,gemini-3.1-flash-lite-preview,1.0,1,35.0,Skip,,0.77,2205,19,2224,
the_world_bank_consultant_agent_evaluation,cv_hr,P2,3,main,gemini-3.1-flash-lite-preview,1.0,1,35.0,Skip,,1.73,2205,19,2224,
unicef_people_culture_specialist,cv_hr,P2,1,main,gemini-3.1-flash-lite-preview,1.0,2,72.0,Consider,,0.59,2398,19,2417,
unicef_people_culture_specialist,cv_hr,P2,2,main,gemini-3.1-flash-lite-preview,1.0,2,72.0,Consider,,8.85,2398,19,2417,
unicef_people_culture_specialist,cv_hr,P2,3,main,gemini-3.1-flash-lite-preview,1.0,2,72.0,Consider,,0.57,2398,19,2417,
 Product_Growth_Analyst_wiris,cv_hr,P2,1,main,gemini-3.1-flash-lite-preview,1.0,0,5.0,Skip,,1.11,2447,18,2465,
 Product_Growth_Analyst_wiris,cv_hr,P2,2,main,gemini-3.1-flash-lite-preview,1.0,0,5.0,Skip,,10.09,2447,18,2465,
 Product_Growth_Analyst_wiris,cv_hr,P2,3,main,gemini-3.1-flash-lite-preview,1.0,0,10.0,Skip,,7.75,2447,19,2466,
AI_Video_Editor_PARTNERS,cv_hr,P2,1,main,gemini-3.1-flash-lite-preview,1.0,0,5.0,Skip,,5.15,2084,18,2102,
AI_Video_Editor_PARTNERS,cv_hr,P2,2,main,gemini-3.1-flash-lite-preview,1.0,0,5.0,Skip,,11.32,2084,18,2102,
AI_Video_Editor_PARTNERS,cv_hr,P2,3,main,gemini-3.1-flash-lite-preview,1.0,0,5.0,Skip,,10.02,2084,18,2102,
Applied_AI_Engineer_Impress,cv_hr,P2,1,main,gemini-3.1-flash-lite-preview,1.0,0,0.0,Skip,,16.89,2405,18,2423,
Applied_AI_Engineer_Impress,cv_hr,P2,2,main,gemini-3.1-flash-lite-preview,1.0,0,0.0,Skip,,0.65,2405,18,2423,
Applied_AI_Engineer_Impress,cv_hr,P2,3,main,gemini-3.1-flash-lite-preview,1.0,0,0.0,Skip,,0.98,2405,18,2423,
Customer_success_specialist_CareWise,cv_hr,P2,1,main,gemini-3.1-flash-lite-preview,1.0,0,15.0,Skip,,8.21,2325,19,2344,
Customer_success_specialist_CareWise,cv_hr,P2,2,main,gemini-3.1-flash-lite-preview,1.0,0,15.0,Skip,,2.05,2325,19,2344,
Customer_success_specialist_CareWise,cv_hr,P2,3,main,gemini-3.1-flash-lite-preview,1.0,0,15.0,Skip,,0.95,2325,19,2344,
Data_Architect_Hanna_Robulets_Company,cv_hr,P2,1,main,gemini-3.1-flash-lite-preview,1.0,0,5.0,Skip,,8.18,2107,18,2125,
Data_Architect_Hanna_Robulets_Company,cv_hr,P2,2,main,gemini-3.1-flash-lite-preview,1.0,0,5.0,Skip,,7.73,2107,18,2125,
Data_Architect_Hanna_Robulets_Company,cv_hr,P2,3,main,gemini-3.1-flash-lite-preview,1.0,0,5.0,Skip,,1.67,2107,18,2125,
Digital_Learning_Applications_Schneider_Electric,cv_hr,P2,1,main,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,,0.75,2969,19,2988,
Digital_Learning_Applications_Schneider_Electric,cv_hr,P2,2,main,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,,8.18,2969,19,2988,
Digital_Learning_Applications_Schneider_Electric,cv_hr,P2,3,main,gemini-3.1-flash-lite-preview,1.0,1,45.0,Skip,,1.3,2969,19,2988,
QIT Software_data_scientist,cv_hr,P2,1,main,gemini-3.1-flash-lite-preview,1.0,0,5.0,Skip,,3.8,2213,18,2231,
QIT Software_data_scientist,cv_hr,P2,2,main,gemini-3.1-flash-lite-preview,1.0,0,5.0,Skip,,0.9,2213,18,2231,
QIT Software_data_scientist,cv_hr,P2,3,main,gemini-3.1-flash-lite-preview,1.0,0,5.0,Skip,,0.57,2213,18,2231,
Senior_AI Engineer_MoveUp,cv_hr,P2,1,main,gemini-3.1-flash-lite-preview,1.0,0,5.0,Skip,,7.8,2070,18,2088,
Senior_AI Engineer_MoveUp,cv_hr,P2,2,main,gemini-3.1-flash-lite-preview,1.0,0,0.0,Skip,,5.36,2070,18,2088,
Senior_AI Engineer_MoveUp,cv_hr,P2,3,main,gemini-3.1-flash-lite-preview,1.0,0,0.0,Skip,,5.54,2070,18,2088,
meta_software_engineer_leadership_machine_learning_8bf9b1,cv_hr,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,10.0,Skip,,1.07,2246,19,2265,
meta_software_engineer_leadership_machine_learning_8bf9b1,cv_hr,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,15.0,Skip,,1.17,2246,19,2265,
meta_software_engineer_leadership_machine_learning_8bf9b1,cv_hr,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,15.0,Skip,,1.29,2246,19,2265,
revecore_senior_director_ai_systems_be600f,cv_hr,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,5.0,Skip,,0.82,3084,18,3102,
revecore_senior_director_ai_systems_be600f,cv_hr,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,15.0,Skip,,0.94,3084,19,3103,
revecore_senior_director_ai_systems_be600f,cv_hr,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,5.0,Skip,,0.71,3084,18,3102,
morgan_stanley_systems_analyst_director_ac9c07,cv_hr,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,15.0,Skip,,0.59,3357,19,3376,
morgan_stanley_systems_analyst_director_ac9c07,cv_hr,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,15.0,Skip,,0.83,3357,19,3376,
morgan_stanley_systems_analyst_director_ac9c07,cv_hr,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,15.0,Skip,,0.76,3357,19,3376,
the_hartford_director_of_enterprise_architecture_genai_fa5710,cv_hr,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,5.0,Skip,,3.17,2936,18,2954,
the_hartford_director_of_enterprise_architecture_genai_fa5710,cv_hr,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,5.0,Skip,,0.6,2936,18,2954,
the_hartford_director_of_enterprise_architecture_genai_fa5710,cv_hr,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,5.0,Skip,,1.07,2936,18,2954,
mantech_senior_model_based_system_engineer_ab246d,cv_hr,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,5.0,Skip,,0.67,2799,18,2817,
mantech_senior_model_based_system_engineer_ab246d,cv_hr,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,5.0,Skip,,4.74,2799,18,2817,
mantech_senior_model_based_system_engineer_ab246d,cv_hr,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,5.0,Skip,,8.89,2799,18,2817,
nvidia_senior_software_engineer_jax_269b9a,cv_hr,P2,1,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,0.0,Skip,,0.53,2377,18,2395,
nvidia_senior_software_engineer_jax_269b9a,cv_hr,P2,2,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,5.0,Skip,,0.49,2377,18,2395,
nvidia_senior_software_engineer_jax_269b9a,cv_hr,P2,3,engineer_extra,gemini-3.1-flash-lite-preview,1.0,0,0.0,Skip,,0.82,2377,18,2395,
